review,Hotel#General,Hotel#Price,Hotel#Designs_Features,Hotel#Cleanliness,Hotel#Comfort,Hotel#Quality,Hotel#Miscellaneous,Rooms#General,Rooms#Price,Rooms#Designs_Features,Rooms#Cleanliness,Rooms#Comfort,Rooms#Quality,Rooms#Miscellaneous,Room_amenities#General,Room_amenities#Price,Room_amenities#Designs_Features,Room_amenities#Cleanliness,Room_amenities#Comfort,Room_amenities#Quality,Room_amenities#Miscellaneous,Facilities#General,Facilities#Price,Facilities#Designs_Features,Facilities#Cleanliness,Facilities#Comfort,Facilities#Quality,Facilities#Miscellaneous,Service#General,Location#General,Food_Drinks#Price,Food_Drinks#Quality,Food_Drinks#Style_Options,Food_Drinks#Miscellaneous
"Chuẩn bị phòng trễ nên check in muộn 1-2 tiếng, không có hỗ trợ gì cho khách trong quá trình đợi check in trễ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Khách sạn sạch sẽ như ở 5 sao, ấm áp😘gần chợ đà lạt ngay trung tâm, nhân viên thân thiện",,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
Lúc đặt thì bên Khách Sạn đưa phòng khác nếu không ý kiến thì bên Khách Sạn cũng không đổi phòng .,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn nằm sát ngay bờ biền. Có view nhìn ra biển. Bước khoảng 20 chục bước ra biển luôn. Hơi tiếc một chút là mình đi cuối tháng 7 đầu tháng 8 đang mùa mưa nên biển động chỉ ngắm thôi chứ không tắm ở đó được. Khách sạn nằm sâu trong hẻm hơi khó tìm nhưng được mấy bạn lễ tân tư vấn và hỗ trợ nhiệt tình. Mức giá phù hợp vời phòng. Nói chung là hài lòng. Người dân Phú Quốc rất thân thiện. Nếu có dịp mình vẫn chọn đi Phú Quốc vì nước biển trong vắt, đúng chuẩn màu xanh ngọc, đi đảo đẹp lắm luôn. Lưu ý khi đến Phú Quốc nhớ gọi Taxi Mai Linh nha giá rẻ, nhiệt tình.",,,,,,,Negative,,Positive,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
Phong ok sach nhug hoi không dep nhu trong app (co 8/10),Positive,,,,,,,Positive,,Negative,Positive,,,,,,,,,,,,,,,,,,,,,,,
"Thực sự mà nói, đây có lẽ là trải nghiệm khiến tôi khó quên nhất khi đến Đà Lạt. Từ cách phục vụ của các anh chị đến các món ăn và cả spa, vô cùng thân thiện dễ chịu và đồ ăn rất ngon. Không gian thoáng đãng làm cho mình vô cùng dễ chịu và thư giãn Lời cuối: Nên đi và rất nên đi 🥰",Positive,,,,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,,Positive,,,Positive,,
"Nhân viên thân thiện, lịch sự, dịch vụ rất tốt. Sàn bơi và chỗ ngồi tầng 20 rất bẩn nhưng bù lại view rất đẹp.",Positive,,,,,,,,,,,,,,,,,,,,,Positive,,,Negative,,,,Positive,,,,,
"Nhân viên khách sạn nhiệt tình, thân thiện, phòng sạch sẽ như hình , địa điểm dễ đi đến các địa điểm tham quan. Sẽ quay lại nếu có chuyến công tác tiếp theo, cám ơn Kháchsạn nhé .",Positive,,,,,,,Positive,,,Positive,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Phòng sạch sẽ, mới, mọi thứ 10 điểm trừ vòi xịt trong toilet không có.",Positive,,,,,,,,,Positive,Positive,,,,,,Negative,,,,,,,,,,,,,,,,,
"Ở trung tâm PQ, chỗ ở sạch sẽ, nhân viên thân thiện, chu đáo, ngay sát biển nên view khá đẹp ( sáng có thể chạy ra tắm biển), buffet buổi sáng cũng tạm ổn. Đánh giá 8/10đ",Positive,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,Positive,,Neutral,,
Rất tuyệt. Mọi thứ đều tốt. Lần sau sẽ ghé lại.,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tot nha, khong con gi de che ",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lễ tân linh động; phòng sạch sẽ,,,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"1 resort 4 sao nhưng không có xe điện túc trực tại bãi gửi xe. Bãi gửi xe cũng không có mái che hoặc ô/ dù để trời mưa cho khách tránh mưa. Trời mưa để khách tự leo cầu thang sắt từ bãi gửi xe lên sảnh. Nhân viên lễ tân và xe điện về phòng cũng tạm ổn,tùy nhân viên. Có người niềm nở có người không nói 1 câu nào dù cho mình có chào khi gặp và cảm ơn khi kết thúc chuyến xe cũng đều không được đáp lại. Có người thì dặn dò mình cẩn thận vì trời mưa. Phòng ốc sạch 8/10 vì vẫn thấy còn tóc khách cũ dính nhiều trên sàn phòng tắm. Phòng tắm của resort khá hôi, xem đánh giá có vẻ nhiều người bị vấn đề này. Resort nên cho nhân viên đốt tinh dầu trước lúc khách nhận phòng sẽ ghi điểm và tạo trải nghiệm tốt hơn cho khách. Máy sấy tóc hỏng. Dịch vụ ban đêm khá nghèo nàn vì chỉ có mỗi nhà hàng,giá cả thấp thì 125k trở lên cho mỗi món ăn. Trung bình khoảng 175k trở lên. Sự đa dạng menu và trải nghiệm chưa xứng với giá cả. Điểm cộng là Nhân viên tại nhà hàng niềm nở. Cảnh quan resort rất đẹp,nắng hay mưa đều okie. Phòng ở resort khá xa tuy nhiên gọi thì lễ tân điều động xe điện rất nhanh. +1 sự hài lòng. Mình chọn Dalat Wonder làm ngày nghỉ cuối cùng cho hành trình. Ở bên terracotta dịch vụ mọi thứ đều ok mà qua bên này thì thấy khá thất vọng về trải nghiệm. Kết lại thì hi vọng sau này nếu có ghé lại thì mong resort sẽ khắc phục được 1 số nhược điểm trên.",,,Positive,,,,,,,,Positive,,,,,,Negative,Negative,Negative,,,,,Negative,,,,,Neutral,,Negative,,Positive,
Sạch sẽ thoáng mát chủ khách sạn nhiệt tình dễ thương,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Home sạch sẽ, lễ tân dể thương, tận tình, mang đến đl nên chọn home.",,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Khách sạn đối diện biển, view đẹp, giá cả ok so với chất lượng và vị trí 10 điểm chất lượng phục vụ",Positive,Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Tuyệt vời, bạn nhân viên lễ tân siêu cute, sẽ ghé lại lần sau",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Thích hợp cho kỳ honeymoon, gia đình. Phòng ốc sạch sẽ, thoải mái.",Positive,,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn đẹp và tiện nghi,nhân viên thân thiện",,,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
Sau khi có phản hồi ở kỳ nghỉ trước thì có tiến bộ. về cách phục vụ. lần này rất hài lòng về khách sạn. tôi sẽ luôn chọn nikko vì vị trí giá cả. lần này tôi còn được tặng 1 đĩa trái cây để tri ân khách hàng. tuy không là gì những cũng thấy vui vì khách sạn nghỉ đến khách sạn!,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
Chưa đi cái resort nào vừa rẻ vừa đẹp vừa xịn vừa tốt như cái resort này luôn. Lần sau tới Mũi Né chắc chắn mình chỉ ở đây thôi,Positive,Positive,Positive,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xứng đáng dành thời gian để relax và nghỉ dưỡng. Dịch vụ, tiện ích và nhân viên rất tuyệt vời. Biển riêng rất trong, sạch, cảnh vật rất đẹp. Sẽ quay lại!",Positive,,,,,,,,,,,,,,,,,,,,,Positive,,Positive,Positive,,,,,,,,,
"Cuối tuần vừa rồi mình và các bạn đã tới đây. Khách sạn đẹp, chị lễ tân hỗ trợ check-in sớm cho bọn mình luôn❤️ view đẹp nhưng phòng cách âm hơi kém phòng kế bên nch và nghe cả dưới sảnh nữa, phòng nên làm gương dài hoặc bàn trang điểm. Cái gương để bàn quá nhỏ😭 có dịp mình vẫn sẽ quay lại",Positive,,Positive,,,,,Positive,,Negative,,,,,,,Negative,,,,,,,,,,,,Positive,,,,,
"Nhân viên nhiệt tình
- Khuôn viên rộng, trang trí đẹp
- Phòng đầy đủ, tiện nghi
- Các trung tâm 30km, đi xe máy buổi tối không tiện lắm
- Buffet tối ít món",,,Positive,,,,,,,,,Positive,,,Positive,,,,,,,,,,,,,,Positive,Negative,,,Negative,
"Trải nghiệm 2 đêm tại khách sạn! Cảm nhận khách sạn Sạch sẽ, nhân viên vui vẻ và nhiệt tình! Vị trí thì thuận tiện cho việc đi lại! Chi phí thì cũng hợp lý 10 điểm và 5 sao cho chất lượng dịch vụ tại đây! Sẽ tiếp tục ủng hộ khách sạn nếu có dịp về Hà Nội.",Positive,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
Đã cho gia đình em 1 chuyến đi vui vẽ cám ơn khách sạn nhiều,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"View khách sạn đẹp, thích hợp nghỉ dưỡng, thư giãn. Nhân viên thân thiện. Nhà hàng cần cải thiện thêm về độ phong phú và chất lượng của món ăn.",Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,Negative,Negative,
"điều hòa không dùng được, TV cucng không xem được trang bị nhà tắm đồ cơ bản còn thiếu",,,,,,,,,,,,,,,,,Negative,,,Negative,,,,,,,,,,,,,,
"Đồ ăn nhà hàng khá ngon. giá cả phải chăng. Món nên thử gỏi cá mai ở nhà hàng. Buffet sáng đa dạng hương vị khá ngon. Phòng sạch sẽ nhưng tiếc là hơi tối, không thích lắm phòng tắm lộ thiên. Phòng view biển siêu đẹp",,,,,,,,Positive,,Negative,Positive,,,,,,Negative,,,,,,,,,,,,,,Positive,Positive,Positive,
Phòng siêu đẹp và thoải mái. Bồn tắm ngoài trời là điểm nhấn cho loại phòng này nghe nói rất hot.,,,,,,,,,,Positive,,Positive,,,,,Positive,,,,,,,,,,,,,,,,,
"Khách sạn mới , sang xịn nhưng toilet không có vòi xịt khi đi toilet 😅",,,Positive,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,
"Resort gần biển tiện lợi, đồ ăn rẻ, sạch sẽ, phục vụ nhiệt tình.
Mỗi cái là nóng lạnh năng lượng mặt trời nên hơi tắm muộn thì ko có nước nóng",,,,Positive,,,,,,,,,,,,,Negative,,,,,,,,,,,,Positive,Positive,,,,
"resort có quá nhiều muỗi. nhà vệ sinh bé, vòi sen không cẩn thận thì ướt hết người",,,,Negative,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,
Nhà vệ sinh dưới khu lễ tân khá cũ và bẩn. Cơ sở vật chất không được tốt. Nhà vệ sinh trên phòng ngủ có mùi hôi. Có muỗi trong phòng nên buổi tối không ngủ được,,,Negative,Negative,,,,,,,Negative,Negative,,,,,,,,,,,,,,,,,,,,,,
Rất phù hợp cho những kỳ nghỉ lãng mạn hoặc an dưỡng.,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quá tồi. Vệ sinh không sạch sẽ, món ăn không thay đổi cho các ngày. Nhân viên thiếu chuyên nghiệp.",Negative,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,Negative,
"Biển cắm chỉ đường đến khách sạn để vị trí quá khuất , bị cây che, size bảng chỉ dẫn lại quá nhỏ dường như không muốn cho khách tìm thấy đường đi, do đó rất dễ bị lạc, khách rất khó tìm lối đi khi tự lái xe,. ",,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phòng ốc sạch sẽ, giá phải chăng, lần sau ra đà lạt sẽ ở tiếp",Positive,,,,,,,,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,
"vị trí trung tâm, sen tắm mạnh, wifi ok, phù hợp giá tiền",,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,,,Positive,,,Positive,,,,
"View đẹp, không gian rộng rãi, thoáng mát, tuy nhiên các ghế bọc vải hơi ố bẩn, lọ đựng sữa tắm bằng sứ rất dễ vỡ, đồ ăn sáng không phong phú. Di chuyển vào thành phố hơi xa và bất tiện.",Positive,,Positive,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,Negative,,,Negative,
"Mọi thứ khá ổn trong tầm giá, có 1 điểm không hài lòng là phòng cách âm không tốt, nói chuyện nghe hết luôn",Positive,Positive,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,
Khách sạn view đẹp nhưng nội thất đã quá cũ.,Positive,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phòng như hình. Sạch sẽ, nhân viên thân thiện.",,,,,,,,Positive,,,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"khách sạn nằm trong hẻm nhưng cũng khá gần trung tâm. Phòng mới, đẹp, sạch sẽ",,,,,,,Negative,,,Positive,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,
"Nhân viên thì quên dọn phòng, khi được yêu cầu dọn phòng thì dọn sơ sài, không sạch sẽ. Sẽ không bao giờ ghé nữa.",Negative,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,Negative,,,,,
"Tất cả đều tuyệt và nhờ app đã đặt được 2 phòng thông nhau. Nhưng nay buffet tại Mường Thanh quá tệ , thức ăn ít ,ko phong phú và nguội lạnh.",Negative,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Negative,Negative,
"Khách sạn nằm ở vị trí trung tâm rất thuận lợi để di chuyển, mọi dịch vụ của khách sạn đều tiện lợi và nhanh chóng, lễ tân nhiệt tình dễ thương. Chỉ có chút vấn đề là mùa mưa đà lạt nên chăn hơi có mùi, sau khi đổi chăn mới thì lại thơm tho luôn.",Positive,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,Positive,Positive,,,,
"Phòng sạch sẽ, sang trọng. Nhân viên nhiệt tình, vui vẻ. Sẽ quay lại ạ!",Positive,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,,,
"Phòng rộng, thoáng mát, nhân viên tận tâm",,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Noi that cũ, khan tam mau trang ma thanh mau cafe sua luon kinh qua...",,,,,,,,,,,,,,,,,Negative,Negative,,,,,,,,,,,,,,,,
"Rat tot, toi da o day 5 lan va se quay tro lai",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn gần trung tâm, thuận tiện cho việc đi lại",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
Khách sạn đẹp tuyệt vời Thích nhất là có ban công thoáng Mỗi cái là bữa sáng không ngon,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,
khách sạn đẹp rộng nằm cách chợ tầm 5p đi xe. xung quanh còn có các quán thịt nướng. Còn về service thì quá tuyệt có phòng gym spa nữa. Buffet sáng thì nhiều đồ ăn siêu ngon.,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,Positive,,
Khách sạn đẹp view đã lắm. Nhân viên OK lắm luôn,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Rất tuyệt, sẽ quay lại nhé. Amazing",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn dịch vụ rất tốt, sẽ quay lại khi có dịp đến xì gòn",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn sạch sẽ, phòng ốc còn mới Di chuyển ra bến đò Ninh Kiều cũng gần",,,,Positive,,,,Positive,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
khách sạn mới xây nên bên ngoài đang làm công trình hơi dơ bụi,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn 5 sao nên tuyệt vời rồi. Phục vụ tốt. Có dịch vụ cho thuê xe đạp, tour trong ngày. Hồ bơi không thuận tiện vì phải đi ra ngoài khách sạn. Đi ra bến Ninh kiều hơi xa khoảng 2 km. Tuy nhiên có view sông rất đẹp.",Positive,,,,,,,,,,,,,,,,,,,,,,,Neutral,,,,,Positive,Negative,,,,
"khách sạn thoáng , nhân viên thân thiện",,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
Phòng đẹp và chất lượng dịch vụ rất tốt. Nhân viên hỗ trợ nhiệt tình,Positive,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,Positive,,,,,
"Hài Lòng, lễ tân cực kì thân thiện và dẫn mến.",,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
Không gian cũ. Máy lạnh hỏng. Thái độ nhân viên bảo trì cực kỳ tệ,,,Negative,,,,,,,,,,,,,,,,,Negative,,,,,,,,,Negative,,,,,
"Khách sạn sạch đẹp, vị trí tốt",,,Positive,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,
"Khách sạn nằm ở vị trí thuận tiện, sạch sẽ và thân thiện. Phòng đôi có diện tích hơi nhỏ nhưng bố trí khá nhiều đồ nội thất nên cảm giác sẽ hơi chật một chút. Còn lại mọi thứ đều tuyệt vời.",Positive,,,Positive,,,,,,Negative,,,,,,,,,,,,,,,,,,,Positive,Positive,,,,
"Nhân viên thân thiện, nhiệt tình, phòng xinh, sạch sẽ, view đẹp, đồ ăn, cà phê ngon",,,,,,,,Positive,,Positive,Positive,,,,,,,,,,,,,,,,,,Positive,,,Positive,,
Cơ bản tốt ! Nhưng thời gian trả phòng chậm !,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Nhân viên thân thiện, nhiệt tình",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
Khách sạn ngay trung tâm nên việc đi lại thuận tiện. Nhân viên khách sạn luôn tươi cười và thân thiện. Điểm hơi không hài lòng của gia đình mình là hồ bơi trong nhà khá lạnh.,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,Positive,Positive,,,,
Nhân viên lễ tân khó chịu với khách hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,
"Mọi thứ đều rất đẹp, ngay từ khi mới vào là mình đã ấn tượng bãi biển quá xuất sắc, cách bày trí vô cùng tinh tế, phòng ốc rộng thoải mái, thích hợp đi nhóm gia đình, nhóm bạn bè  ",Positive,,Positive,,,,,,,Positive,,Positive,,,,,,,,,,,,Positive,,,,,,,,,,
"Dịch vụ tốt, phòng ốc rộng rãi, tuy nhiên phòng khu Standard Room- Seaside sát đường và cách âm không quá tốt nên vẫn nghe tiếng xe chạy khá ồn",Positive,,,,,,,,,Neutral,,Negative,,,,,,,,,,,,,,,,,,,,,,
"Cảnh quan đẹp, lãng mạn, đường vào resort không được tốt.",,,Positive,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn đẹp, phòng ốc xinh, thuận tiện đi lại ăn uống",,,Positive,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,Positive,,,,
"1/ nhìn chung tốt , khách sạn có vị trí đẹp , nhờ khung cảnh là chính, phục vụ chưa ok , nhất là khâu dọn vệ sinh, tuy nhiên khi báo lại lễ tân thì đã khắc phục nhanh . 2/ hành lang cách âm chưa tốt , hơi ồn ào . 3/ món ăn và giá ăn tại nhà hàng tạm ổn , sạch sẽ. 4/so ra với tiêu chuẩn 4 sao thì mình chưa thực sự đạt độ tinh tế cần thiết. trên đây không có ý chê hay khó chịu gì cả mà là chân thành góp ý để khu Resort phục vụ chu đáo , tinh tế hơn . khung cảnh tuyệt đẹp , quý resort chỉ cần lưu ý thêm 1 chút là ổng. 5/ Traveloka thì bạn rất chuyên nghiệp trong khâu thanh toán , như là bạn đã gửi ngay email thông báo sau khi quẹt thẻ, và tôi yên tâm khi đặt phòng bạn giới thiệu . tuy nhiên mình có thể thêm tin nhắn, email nhắc nhở khách khi gần đến ngày đi du lịch , lưu ý phản hồi và nhắc khách việc đặt xe đưa đón tại sân bay, lúc checjk in cũng như check out. cảm ơn bạn cho chúng tôi kỳ nghỉ vui vẻ . Và chúng tôi vẫn tin tưởng bạn.",Positive,,Negative,,Negative,Negative,,,,,,,,,,,,,,,,,,,,,,,Positive,Positive,,Neutral,Positive,
"Khách sạn phòng đẹp, sạch sẽ, ăn sáng buffer không được nhiều món nhưng ngon, vị trí gần đèo Prenn nên đi lại tham quan dễ dàng.",,,,,,,,,,Positive,Positive,,,,,,,,,,,,,,,,,,,Positive,,Positive,Negative,
Tôi cảm thấy hài lòng về nơi này,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khách sạn sạch sẽ, ấm áp. Cô nhân viên vui vẻ, dễ thương, lần sau đi đà lạt nhất định sẽ ghé lại.",Positive,,Positive,,Positive,,,,,,,,,,,,,,,,,,,,,,,,Positive,,,,,
Du lịch miền tây như một cơn ác mộng. Thật kinh khủng và tệ.,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Máy lạnh chưa thực sự tốt, rất lâu để làm mát.",,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,
"Mọi thứ ok, nhưng phòng cách âm không tốt",Positive,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,
"Thang máy chậm, không có máy lạnh, không có quạt thông gió",,,,,,,,,,,,,,,,,Negative,,,,,,,,,,Negative,,,,,,,
"Phòng đẹp, nhân viên ổn. Lối xuống hầm gửi xe hơi khó.",,,,,,,,,,Positive,,,,,,,,,,,,,,Negative,,,,,Positive,,,,,
"Giá phòng cao hơn mặt bằng chung cứ nghĩ sẽ tốt hơn nhưng không: - Phòng không có điều hoà - Phòng Suite có một cánh cửa khác trong phòng gió giật tạo ra tiếng động lạ - Phòng cách âm kém - Không khí trong phòng bí, có mùi khó chịu",,,,,,,,,Negative,Negative,Negative,Negative,,,,,Negative,,,,,,,,,,,,,,,,,
